Type of crack,Crack length,a,b,t/b,Type of BCs,kx,ky,Omega
1,0.9,1,1,0.001,0,50,50,2.002
1,0.1,1,1,0.01,0,0,0,5.8371
1,0.1,1,1,0.01,0,0,0.5,3.2204
1,0.1,1,1,0.01,0,0,1,2.7759
1,0.1,1,1,0.01,0,0,5,2.4541
1,0.1,1,1,0.01,0,0,50,2.4498
1,0.1,1,1,0.01,0,0.5,0,3.2256
1,0.1,1,1,0.01,0,0.5,0.5,2.7452
1,0.1,1,1,0.01,0,0.5,1,2.5902
1,0.1,1,1,0.01,0,0.5,5,2.452
1,0.1,1,1,0.01,0,0.5,50,2.4498
1,0.1,1,1,0.01,0,1,0,2.7786
1,0.1,1,1,0.01,0,1,0.5,2.5906
1,0.1,1,1,0.01,0,1,1,2.5204
1,0.1,1,1,0.01,0,1,5,2.4511
1,0.1,1,1,0.01,0,1,50,2.4498
1,0.1,1,1,0.01,0,5,0,2.4541
1,0.1,1,1,0.01,0,5,0.5,2.4521
1,0.1,1,1,0.01,0,5,1,2.4511
1,0.1,1,1,0.01,0,5,5,2.4498
1,0.1,1,1,0.01,0,5,50,2.4498
1,0.1,1,1,0.01,0,50,0,2.4498
1,0.1,1,1,0.01,0,50,0.5,2.4498
1,0.1,1,1,0.01,0,50,1,2.4498
1,0.1,1,1,0.01,0,50,5,2.4498
1,0.1,1,1,0.01,0,50,50,2.4498
1,0.3,1,1,0.01,0,0,0,5.6303
1,0.3,1,1,0.01,0,0,0.5,3.0671
1,0.3,1,1,0.01,0,0,1,2.646
1,0.3,1,1,0.01,0,0,5,2.3462
1,0.3,1,1,0.01,0,0,50,2.3422
1,0.3,1,1,0.01,0,0.5,0,3.1023
1,0.3,1,1,0.01,0,0.5,0.5,2.6245
1,0.3,1,1,0.01,0,0.5,1,2.4752
1,0.3,1,1,0.01,0,0.5,5,2.3443
1,0.3,1,1,0.01,0,0.5,50,2.3422
1,0.3,1,1,0.01,0,1,0,2.6665
1,0.3,1,1,0.01,0,1,0.5,2.4781
1,0.3,1,1,0.01,0,1,1,2.4098
1,0.3,1,1,0.01,0,1,5,2.3434
1,0.3,1,1,0.01,0,1,50,2.3422
1,0.3,1,1,0.01,0,5,0,2.3465
1,0.3,1,1,0.01,0,5,0.5,2.3444
1,0.3,1,1,0.01,0,5,1,2.3435
1,0.3,1,1,0.01,0,5,5,2.3422
1,0.3,1,1,0.01,0,5,50,2.3422
1,0.3,1,1,0.01,0,50,0,2.3422
1,0.3,1,1,0.01,0,50,0.5,2.3422
1,0.3,1,1,0.01,0,50,1,2.3422
1,0.3,1,1,0.01,0,50,5,2.3422
1,0.3,1,1,0.01,0,50,50,2.3422
1,0.5,1,1,0.01,0,0,0,5.3341
1,0.5,1,1,0.01,0,0,0.5,2.866
1,0.5,1,1,0.01,0,0,1,2.4716
1,0.5,1,1,0.01,0,0,5,2.1958
1,0.5,1,1,0.01,0,0,50,2.1921
1,0.5,1,1,0.01,0,0.5,0,2.9334
1,0.5,1,1,0.01,0,0.5,0.5,2.4603
1,0.5,1,1,0.01,0,0.5,1,2.317
1,0.5,1,1,0.01,0,0.5,5,2.1941
1,0.5,1,1,0.01,0,0.5,50,2.1921
1,0.5,1,1,0.01,0,1,0,2.5145
1,0.5,1,1,0.01,0,1,0.5,2.3234
1,0.5,1,1,0.01,0,1,1,2.2565
1,0.5,1,1,0.01,0,1,5,2.1932
1,0.5,1,1,0.01,0,1,50,2.1921
1,0.5,1,1,0.01,0,5,0,2.1965
1,0.5,1,1,0.01,0,5,0.5,2.1943
1,0.5,1,1,0.01,0,5,1,2.1933
1,0.5,1,1,0.01,0,5,5,2.1921
1,0.5,1,1,0.01,0,5,50,2.1921
1,0.5,1,1,0.01,0,50,0,2.1921
1,0.5,1,1,0.01,0,50,0.5,2.1921
1,0.5,1,1,0.01,0,50,1,2.1921
1,0.5,1,1,0.01,0,50,5,2.1921
1,0.5,1,1,0.01,0,50,50,2.1921
1,0.7,1,1,0.01,0,0,0,5.0757
1,0.7,1,1,0.01,0,0,0.5,2.7039
1,0.7,1,1,0.01,0,0,1,2.3289
1,0.7,1,1,0.01,0,0,5,2.0684
1,0.7,1,1,0.01,0,0,50,2.0649
1,0.7,1,1,0.01,0,0.5,0,2.791
1,0.7,1,1,0.01,0,0.5,0.5,2.3248
1,0.7,1,1,0.01,0,0.5,1,2.185
1,0.7,1,1,0.01,0,0.5,5,2.0668
1,0.7,1,1,0.01,0,0.5,50,2.0649
1,0.7,1,1,0.01,0,1,0,2.3879
1,0.7,1,1,0.01,0,1,0.5,2.1944
1,0.7,1,1,0.01,0,1,1,2.1277
1,0.7,1,1,0.01,0,1,5,2.066
1,0.7,1,1,0.01,0,1,50,2.0649
1,0.7,1,1,0.01,0,5,0,2.0698
1,0.7,1,1,0.01,0,5,0.5,2.0673
1,0.7,1,1,0.01,0,5,1,2.0662
1,0.7,1,1,0.01,0,5,5,2.065
1,0.7,1,1,0.01,0,5,50,2.0649
1,0.7,1,1,0.01,0,50,0,2.0649
1,0.7,1,1,0.01,0,50,0.5,2.0649
1,0.7,1,1,0.01,0,50,1,2.0649
1,0.7,1,1,0.01,0,50,5,2.0649
1,0.7,1,1,0.01,0,50,50,2.0649
1,0.9,1,1,0.01,0,0,0,4.9326
1,0.9,1,1,0.01,0,0,0.5,2.6199
1,0.9,1,1,0.01,0,0,1,2.2536
1,0.9,1,1,0.01,0,0,5,1.9992
1,0.9,1,1,0.01,0,0,50,1.9959
1,0.9,1,1,0.01,0,0.5,0,2.7137
1,0.9,1,1,0.01,0,0.5,0.5,2.2533
1,0.9,1,1,0.01,0,0.5,1,2.1144
1,0.9,1,1,0.01,0,0.5,5,1.9977
1,0.9,1,1,0.01,0,0.5,50,1.9959
1,0.9,1,1,0.01,0,1,0,2.3196
1,0.9,1,1,0.01,0,1,0.5,2.1256
1,0.9,1,1,0.01,0,1,1,2.0584
1,0.9,1,1,0.01,0,1,5,1.9969
1,0.9,1,1,0.01,0,1,50,1.9959
1,0.9,1,1,0.01,0,5,0,2.0013
1,0.9,1,1,0.01,0,5,0.5,1.9983
1,0.9,1,1,0.01,0,5,1,1.9972
1,0.9,1,1,0.01,0,5,5,1.9959
1,0.9,1,1,0.01,0,5,50,1.9959
1,0.9,1,1,0.01,0,50,0,1.9959
1,0.9,1,1,0.01,0,50,0.5,1.9959
1,0.9,1,1,0.01,0,50,1,1.9959
1,0.9,1,1,0.01,0,50,5,1.9959
1,0.9,1,1,0.01,0,50,50,1.9959
1,0.1,1,1,0.1,0,0,0,5.6327
1,0.1,1,1,0.1,0,0,0.5,3.102
1,0.1,1,1,0.1,0,0,1,2.6719
1,0.1,1,1,0.1,0,0,5,2.3598
1,0.1,1,1,0.1,0,0,50,2.3556
1,0.1,1,1,0.1,0,0.5,0,3.1092
1,0.1,1,1,0.1,0,0.5,0.5,2.642
1,0.1,1,1,0.1,0,0.5,1,2.4915
1,0.1,1,1,0.1,0,0.5,5,2.3577
1,0.1,1,1,0.1,0,0.5,50,2.3556
1,0.1,1,1,0.1,0,1,0,2.6758
1,0.1,1,1,0.1,0,1,0.5,2.4921
1,0.1,1,1,0.1,0,1,1,2.4237
1,0.1,1,1,0.1,0,1,5,2.3568
1,0.1,1,1,0.1,0,1,50,2.3556
1,0.1,1,1,0.1,0,5,0,2.3598
1,0.1,1,1,0.1,0,5,0.5,2.3577
1,0.1,1,1,0.1,0,5,1,2.3568
1,0.1,1,1,0.1,0,5,5,2.3556
1,0.1,1,1,0.1,0,5,50,2.3556
1,0.1,1,1,0.1,0,50,0,2.3556
1,0.1,1,1,0.1,0,50,0.5,2.3556
1,0.1,1,1,0.1,0,50,1,2.3556
1,0.1,1,1,0.1,0,50,5,2.3556
1,0.1,1,1,0.1,0,50,50,2.3556
1,0.3,1,1,0.1,0,0,0,5.3804
1,0.3,1,1,0.1,0,0,0.5,2.9218
1,0.3,1,1,0.1,0,0,1,2.5178
1,0.3,1,1,0.1,0,0,5,2.2308
1,0.3,1,1,0.1,0,0,50,2.227
1,0.3,1,1,0.1,0,0.5,0,2.9602
1,0.3,1,1,0.1,0,0.5,0.5,2.4985
1,0.3,1,1,0.1,0,0.5,1,2.3545
1,0.3,1,1,0.1,0,0.5,5,2.229
1,0.3,1,1,0.1,0,0.5,50,2.227
1,0.3,1,1,0.1,0,1,0,2.5412
1,0.3,1,1,0.1,0,1,0.5,2.3579
1,0.3,1,1,0.1,0,1,1,2.2917
1,0.3,1,1,0.1,0,1,5,2.2281
1,0.3,1,1,0.1,0,1,50,2.227
1,0.3,1,1,0.1,0,5,0,2.2312
1,0.3,1,1,0.1,0,5,0.5,2.2291
1,0.3,1,1,0.1,0,5,1,2.2282
1,0.3,1,1,0.1,0,5,5,2.227
1,0.3,1,1,0.1,0,5,50,2.227
1,0.3,1,1,0.1,0,50,0,2.227
1,0.3,1,1,0.1,0,50,0.5,2.227
1,0.3,1,1,0.1,0,50,1,2.227
1,0.3,1,1,0.1,0,50,5,2.227
1,0.3,1,1,0.1,0,50,50,2.227
1,0.5,1,1,0.1,0,0,0,5.0734
1,0.5,1,1,0.1,0,0,0.5,2.7193
1,0.5,1,1,0.1,0,0,1,2.3418
1,0.5,1,1,0.1,0,0,5,2.0777
1,0.5,1,1,0.1,0,0,50,2.0742
1,0.5,1,1,0.1,0,0.5,0,2.7867
1,0.5,1,1,0.1,0,0.5,0.5,2.3324
1,0.5,1,1,0.1,0,0.5,1,2.1941
1,0.5,1,1,0.1,0,0.5,5,2.076
1,0.5,1,1,0.1,0,0.5,50,2.0742
1,0.5,1,1,0.1,0,1,0,2.3858
1,0.5,1,1,0.1,0,1,0.5,2.201
1,0.5,1,1,0.1,0,1,1,2.1361
1,0.5,1,1,0.1,0,1,5,2.0752
1,0.5,1,1,0.1,0,1,50,2.0742
1,0.5,1,1,0.1,0,5,0,2.0785
1,0.5,1,1,0.1,0,5,0.5,2.0763
1,0.5,1,1,0.1,0,5,1,2.0754
1,0.5,1,1,0.1,0,5,5,2.0742
1,0.5,1,1,0.1,0,5,50,2.0742
1,0.5,1,1,0.1,0,50,0,2.0742
1,0.5,1,1,0.1,0,50,0.5,2.0742
1,0.5,1,1,0.1,0,50,1,2.0742
1,0.5,1,1,0.1,0,50,5,2.0742
1,0.5,1,1,0.1,0,50,50,2.0742
1,0.7,1,1,0.1,0,0,0,4.8338
1,0.7,1,1,0.1,0,0,0.5,2.5717
1,0.7,1,1,0.1,0,0,1,2.212
1,0.7,1,1,0.1,0,0,5,1.9611
1,0.7,1,1,0.1,0,0,50,1.9578
1,0.7,1,1,0.1,0,0.5,0,2.6557
1,0.7,1,1,0.1,0,0.5,0.5,2.2089
1,0.7,1,1,0.1,0,0.5,1,2.0738
1,0.7,1,1,0.1,0,0.5,5,1.9596
1,0.7,1,1,0.1,0,0.5,50,1.9578
1,0.7,1,1,0.1,0,1,0,2.2697
1,0.7,1,1,0.1,0,1,0.5,2.0834
1,0.7,1,1,0.1,0,1,1,2.0186
1,0.7,1,1,0.1,0,1,5,1.9588
1,0.7,1,1,0.1,0,1,50,1.9578
1,0.7,1,1,0.1,0,5,0,1.9626
1,0.7,1,1,0.1,0,5,0.5,1.9601
1,0.7,1,1,0.1,0,5,1,1.959
1,0.7,1,1,0.1,0,5,5,1.9578
1,0.7,1,1,0.1,0,5,50,1.9578
1,0.7,1,1,0.1,0,50,0,1.9578
1,0.7,1,1,0.1,0,50,0.5,1.9578
1,0.7,1,1,0.1,0,50,1,1.9578
1,0.7,1,1,0.1,0,50,5,1.9578
1,0.7,1,1,0.1,0,50,50,1.9578
1,0.9,1,1,0.1,0,0,0,4.7186
1,0.9,1,1,0.1,0,0,0.5,2.5041
1,0.9,1,1,0.1,0,0,1,2.1519
1,0.9,1,1,0.1,0,0,5,1.9058
1,0.9,1,1,0.1,0,0,50,1.9025
1,0.9,1,1,0.1,0,0.5,0,2.594
1,0.9,1,1,0.1,0,0.5,0.5,2.1518
1,0.9,1,1,0.1,0,0.5,1,2.0176
1,0.9,1,1,0.1,0,0.5,5,1.9043
1,0.9,1,1,0.1,0,0.5,50,1.9025
1,0.9,1,1,0.1,0,1,0,2.2152
1,0.9,1,1,0.1,0,1,0.5,2.0285
1,0.9,1,1,0.1,0,1,1,1.9633
1,0.9,1,1,0.1,0,1,5,1.9035
1,0.9,1,1,0.1,0,1,50,1.9025
1,0.9,1,1,0.1,0,5,0,1.9078
1,0.9,1,1,0.1,0,5,0.5,1.9049
1,0.9,1,1,0.1,0,5,1,1.9038
1,0.9,1,1,0.1,0,5,5,1.9025
1,0.9,1,1,0.1,0,5,50,1.9025
1,0.9,1,1,0.1,0,50,0,1.9025
1,0.9,1,1,0.1,0,50,0.5,1.9025
1,0.9,1,1,0.1,0,50,1,1.9025
1,0.9,1,1,0.1,0,50,5,1.9025
1,0.9,1,1,0.1,0,50,50,1.9025
1,0.1,2,1,0.001,0,0,0,3.6168
1,0.1,2,1,0.001,0,0,0.5,1.9745
1,0.1,2,1,0.001,0,0,1,1.7031
1,0.1,2,1,0.001,0,0,5,1.5191
1,0.1,2,1,0.001,0,0,50,1.5171
1,0.1,2,1,0.001,0,0.5,0,1.9755
1,0.1,2,1,0.001,0,0.5,0.5,1.6833
1,0.1,2,1,0.001,0,0.5,1,1.5927
1,0.1,2,1,0.001,0,0.5,5,1.5181
1,0.1,2,1,0.001,0,0.5,50,1.5171
1,0.1,2,1,0.001,0,1,0,1.7031
1,0.1,2,1,0.001,0,1,0.5,1.5926
1,0.1,2,1,0.001,0,1,1,1.5533
1,0.1,2,1,0.001,0,1,5,1.5177
1,0.1,2,1,0.001,0,1,50,1.5171
1,0.1,2,1,0.001,0,5,0,1.5191
1,0.1,2,1,0.001,0,5,0.5,1.5181
1,0.1,2,1,0.001,0,5,1,1.5177
1,0.1,2,1,0.001,0,5,5,1.5171
1,0.1,2,1,0.001,0,5,50,1.5171
1,0.1,2,1,0.001,0,50,0,1.5171
1,0.1,2,1,0.001,0,50,0.5,1.5171
1,0.1,2,1,0.001,0,50,1,1.5171
1,0.1,2,1,0.001,0,50,5,1.5171
1,0.1,2,1,0.001,0,50,50,1.5171
1,0.3,2,1,0.001,0,0,0,3.209
1,0.3,2,1,0.001,0,0,0.5,1.7176
1,0.3,2,1,0.001,0,0,1,1.483
1,0.3,2,1,0.001,0,0,5,1.3274
1,0.3,2,1,0.001,0,0,50,1.3256
1,0.3,2,1,0.001,0,0.5,0,1.7438
1,0.3,2,1,0.001,0,0.5,0.5,1.472
1,0.3,2,1,0.001,0,0.5,1,1.3917
1,0.3,2,1,0.001,0,0.5,5,1.3266
1,0.3,2,1,0.001,0,0.5,50,1.3256
1,0.3,2,1,0.001,0,1,0,1.4973
1,0.3,2,1,0.001,0,1,0.5,1.3932
1,0.3,2,1,0.001,0,1,1,1.3578
1,0.3,2,1,0.001,0,1,5,1.3262
1,0.3,2,1,0.001,0,1,50,1.3256
1,0.3,2,1,0.001,0,5,0,1.3274
1,0.3,2,1,0.001,0,5,0.5,1.3265
1,0.3,2,1,0.001,0,5,1,1.3261
1,0.3,2,1,0.001,0,5,5,1.3257
1,0.3,2,1,0.001,0,5,50,1.3256
1,0.3,2,1,0.001,0,50,0,1.3256
1,0.3,2,1,0.001,0,50,0.5,1.3256
1,0.3,2,1,0.001,0,50,1,1.3256
1,0.3,2,1,0.001,0,50,5,1.3256
1,0.3,2,1,0.001,0,50,50,1.3256
1,0.5,2,1,0.001,0,0,0,2.7112
1,0.5,2,1,0.001,0,0,0.5,1.4341
1,0.5,2,1,0.001,0,0,1,1.2363
1,0.5,2,1,0.001,0,0,5,1.103
1,0.5,2,1,0.001,0,0,50,1.1013
1,0.5,2,1,0.001,0,0.5,0,1.478
1,0.5,2,1,0.001,0,0.5,0.5,1.2323
1,0.5,2,1,0.001,0,0.5,1,1.1607
1,0.5,2,1,0.001,0,0.5,5,1.1022
1,0.5,2,1,0.001,0,0.5,50,1.1013
1,0.5,2,1,0.001,0,1,0,1.2639
1,0.5,2,1,0.001,0,1,0.5,1.1644
1,0.5,2,1,0.001,0,1,1,1.1314
1,0.5,2,1,0.001,0,1,5,1.1018
1,0.5,2,1,0.001,0,1,50,1.1013
1,0.5,2,1,0.001,0,5,0,1.1032
1,0.5,2,1,0.001,0,5,0.5,1.1022
1,0.5,2,1,0.001,0,5,1,1.1018
1,0.5,2,1,0.001,0,5,5,1.1013
1,0.5,2,1,0.001,0,5,50,1.1013
1,0.5,2,1,0.001,0,50,0,1.1013
1,0.5,2,1,0.001,0,50,0.5,1.1013
1,0.5,2,1,0.001,0,50,1,1.1013
1,0.5,2,1,0.001,0,50,5,1.1013
1,0.5,2,1,0.001,0,50,50,1.1013
1,0.7,2,1,0.001,0,0,0,2.341
1,0.7,2,1,0.001,0,0,0.5,1.2375
1,0.7,2,1,0.001,0,0,1,1.0641
1,0.7,2,1,0.001,0,0,5,0.94194
1,0.7,2,1,0.001,0,0,50,0.94024
1,0.7,2,1,0.001,0,0.5,0,1.2876
1,0.7,2,1,0.001,0,0.5,0.5,1.0644
1,0.7,2,1,0.001,0,0.5,1,0.99786
1,0.7,2,1,0.001,0,0.5,5,0.94117
1,0.7,2,1,0.001,0,0.5,50,0.94024
1,0.7,2,1,0.001,0,1,0,1.0984
1,0.7,2,1,0.001,0,1,0.5,1.003
1,0.7,2,1,0.001,0,1,1,0.9707
1,0.7,2,1,0.001,0,1,5,0.94078
1,0.7,2,1,0.001,0,1,50,0.94024
1,0.7,2,1,0.001,0,5,0,0.94262
1,0.7,2,1,0.001,0,5,0.5,0.94136
1,0.7,2,1,0.001,0,5,1,0.94084
1,0.7,2,1,0.001,0,5,5,0.94025
1,0.7,2,1,0.001,0,5,50,0.94024
1,0.7,2,1,0.001,0,50,0,0.94024
1,0.7,2,1,0.001,0,50,0.5,0.94024
1,0.7,2,1,0.001,0,50,1,0.94024
1,0.7,2,1,0.001,0,50,5,0.94024
1,0.7,2,1,0.001,0,50,50,0.94024
1,0.9,2,1,0.001,0,0,0,2.148
1,0.9,2,1,0.001,0,0,0.5,1.1402
1,0.9,2,1,0.001,0,0,1,0.97808
1,0.9,2,1,0.001,0,0,5,0.85918
1,0.9,2,1,0.001,0,0,50,0.85744
1,0.9,2,1,0.001,0,0.5,0,1.1892
1,0.9,2,1,0.001,0,0.5,0.5,0.98038
1,0.9,2,1,0.001,0,0.5,1,0.91574
1,0.9,2,1,0.001,0,0.5,5,0.85841
1,0.9,2,1,0.001,0,0.5,50,0.85744
1,0.9,2,1,0.001,0,1,0,1.0134
1,0.9,2,1,0.001,0,1,0.5,0.92178
1,0.9,2,1,0.001,0,1,1,0.88921
1,0.9,2,1,0.001,0,1,5,0.85801
1,0.9,2,1,0.001,0,1,50,0.85744
1,0.9,2,1,0.001,0,5,0,0.8604
1,0.9,2,1,0.001,0,5,0.5,0.8588
1,0.9,2,1,0.001,0,5,1,0.85816
1,0.9,2,1,0.001,0,5,5,0.85745
1,0.9,2,1,0.001,0,5,50,0.85744
1,0.9,2,1,0.001,0,50,0,0.85744
1,0.9,2,1,0.001,0,50,0.5,0.85744
1,0.9,2,1,0.001,0,50,1,0.85744
1,0.9,2,1,0.001,0,50,5,0.85744
1,0.9,2,1,0.001,0,50,50,0.85744
1,0.1,2,1,0.01,0,0,0,3.6049
1,0.1,2,1,0.01,0,0,0.5,1.9663
1,0.1,2,1,0.01,0,0,1,1.6963
1,0.1,2,1,0.01,0,0,5,1.5134
1,0.1,2,1,0.01,0,0,50,1.5114
1,0.1,2,1,0.01,0,0.5,0,1.9683
1,0.1,2,1,0.01,0,0.5,0.5,1.6768
1,0.1,2,1,0.01,0,0.5,1,1.5866
1,0.1,2,1,0.01,0,0.5,5,1.5124
1,0.1,2,1,0.01,0,0.5,50,1.5114
1,0.1,2,1,0.01,0,1,0,1.6967
1,0.1,2,1,0.01,0,1,0.5,1.5865
1,0.1,2,1,0.01,0,1,1,1.5474
1,0.1,2,1,0.01,0,1,5,1.5119
1,0.1,2,1,0.01,0,1,50,1.5114
1,0.1,2,1,0.01,0,5,0,1.5133
1,0.1,2,1,0.01,0,5,0.5,1.5124
1,0.1,2,1,0.01,0,5,1,1.5119
1,0.1,2,1,0.01,0,5,5,1.5114
1,0.1,2,1,0.01,0,5,50,1.5114
1,0.1,2,1,0.01,0,50,0,1.5114
1,0.1,2,1,0.01,0,50,0.5,1.5114
1,0.1,2,1,0.01,0,50,1,1.5114
1,0.1,2,1,0.01,0,50,5,1.5114
1,0.1,2,1,0.01,0,50,50,1.5114
1,0.3,2,1,0.01,0,0,0,3.1875
1,0.3,2,1,0.01,0,0,0.5,1.7043
1,0.3,2,1,0.01,0,0,1,1.4715
1,0.3,2,1,0.01,0,0,5,1.3171
1,0.3,2,1,0.01,0,0,50,1.3154
1,0.3,2,1,0.01,0,0.5,0,1.7316
1,0.3,2,1,0.01,0,0.5,0.5,1.4608
1,0.3,2,1,0.01,0,0.5,1,1.3809
1,0.3,2,1,0.01,0,0.5,5,1.3163
1,0.3,2,1,0.01,0,0.5,50,1.3154
1,0.3,2,1,0.01,0,1,0,1.4864
1,0.3,2,1,0.01,0,1,0.5,1.3825
1,0.3,2,1,0.01,0,1,1,1.3473
1,0.3,2,1,0.01,0,1,5,1.3159
1,0.3,2,1,0.01,0,1,50,1.3154
1,0.3,2,1,0.01,0,5,0,1.3171
1,0.3,2,1,0.01,0,5,0.5,1.3162
1,0.3,2,1,0.01,0,5,1,1.3158
1,0.3,2,1,0.01,0,5,5,1.3154
1,0.3,2,1,0.01,0,5,50,1.3154
1,0.3,2,1,0.01,0,50,0,1.3154
1,0.3,2,1,0.01,0,50,0.5,1.3154
1,0.3,2,1,0.01,0,50,1,1.3154
1,0.3,2,1,0.01,0,50,5,1.3154
1,0.3,2,1,0.01,0,50,50,1.3154
1,0.5,2,1,0.01,0,0,0,2.6912
1,0.5,2,1,0.01,0,0,0.5,1.4229
1,0.5,2,1,0.01,0,0,1,1.2265
1,0.5,2,1,0.01,0,0,5,1.0939
1,0.5,2,1,0.01,0,0,50,1.0922
1,0.5,2,1,0.01,0,0.5,0,1.4673
1,0.5,2,1,0.01,0,0.5,0.5,1.2227
1,0.5,2,1,0.01,0,0.5,1,1.1515
1,0.5,2,1,0.01,0,0.5,5,1.0931
1,0.5,2,1,0.01,0,0.5,50,1.0922
1,0.5,2,1,0.01,0,1,0,1.2544
1,0.5,2,1,0.01,0,1,0.5,1.1551
1,0.5,2,1,0.01,0,1,1,1.1222
1,0.5,2,1,0.01,0,1,5,1.0927
1,0.5,2,1,0.01,0,1,50,1.0922
1,0.5,2,1,0.01,0,5,0,1.0941
1,0.5,2,1,0.01,0,5,0.5,1.0931
1,0.5,2,1,0.01,0,5,1,1.0927
1,0.5,2,1,0.01,0,5,5,1.0922
1,0.5,2,1,0.01,0,5,50,1.0922
1,0.5,2,1,0.01,0,50,0,1.0922
1,0.5,2,1,0.01,0,50,0.5,1.0922
1,0.5,2,1,0.01,0,50,1,1.0922
1,0.5,2,1,0.01,0,50,5,1.0922
1,0.5,2,1,0.01,0,50,50,1.0922
1,0.7,2,1,0.01,0,0,0,2.3274
1,0.7,2,1,0.01,0,0,0.5,1.2303
1,0.7,2,1,0.01,0,0,1,1.0578
1,0.7,2,1,0.01,0,0,5,0.9359
1,0.7,2,1,0.01,0,0,50,0.9342
1,0.7,2,1,0.01,0,0.5,0,1.2803
1,0.7,2,1,0.01,0,0.5,0.5,1.0581
1,0.7,2,1,0.01,0,0.5,1,0.99181
1,0.7,2,1,0.01,0,0.5,5,0.93513
1,0.7,2,1,0.01,0,0.5,50,0.9342
1,0.7,2,1,0.01,0,1,0,1.0921
1,0.7,2,1,0.01,0,1,0.5,0.997
1,0.7,2,1,0.01,0,1,1,0.9647
1,0.7,2,1,0.01,0,1,5,0.93473
1,0.7,2,1,0.01,0,1,50,0.9342
1,0.7,2,1,0.01,0,5,0,0.9366
1,0.7,2,1,0.01,0,5,0.5,0.93533
1,0.7,2,1,0.01,0,5,1,0.93481
1,0.7,2,1,0.01,0,5,5,0.93421
1,0.7,2,1,0.01,0,5,50,0.9342
1,0.7,2,1,0.01,0,50,0,0.9342
1,0.7,2,1,0.01,0,50,0.5,0.9342
1,0.7,2,1,0.01,0,50,1,0.9342
1,0.7,2,1,0.01,0,50,5,0.9342
1,0.7,2,1,0.01,0,50,50,0.9342
1,0.9,2,1,0.01,0,0,0,2.1415
1,0.9,2,1,0.01,0,0,0.5,1.1371
1,0.9,2,1,0.01,0,0,1,0.97524
1,0.9,2,1,0.01,0,0,5,0.85637
1,0.9,2,1,0.01,0,0,50,0.85462
1,0.9,2,1,0.01,0,0.5,0,1.1857
1,0.9,2,1,0.01,0,0.5,0.5,0.97756
1,0.9,2,1,0.01,0,0.5,1,0.91297
1,0.9,2,1,0.01,0,0.5,5,0.8556
1,0.9,2,1,0.01,0,0.5,50,0.85462
1,0.9,2,1,0.01,0,1,0,1.0104
1,0.9,2,1,0.01,0,1,0.5,0.91902
1,0.9,2,1,0.01,0,1,1,0.88644
1,0.9,2,1,0.01,0,1,5,0.85519
1,0.9,2,1,0.01,0,1,50,0.85462
1,0.9,2,1,0.01,0,5,0,0.85759
1,0.9,2,1,0.01,0,5,0.5,0.85599
1,0.9,2,1,0.01,0,5,1,0.85534
1,0.9,2,1,0.01,0,5,5,0.85464
1,0.9,2,1,0.01,0,5,50,0.85462
1,0.9,2,1,0.01,0,50,0,0.85462
1,0.9,2,1,0.01,0,50,0.5,0.85462
1,0.9,2,1,0.01,0,50,1,0.85462
1,0.9,2,1,0.01,0,50,5,0.85462
1,0.9,2,1,0.01,0,50,50,0.85462
1,0.1,2,1,0.1,0,0,0,3.4985
1,0.1,2,1,0.1,0,0,0.5,1.9072
1,0.1,2,1,0.1,0,0,1,1.6442
1,0.1,2,1,0.1,0,0,5,1.4647
1,0.1,2,1,0.1,0,0,50,1.4627
1,0.1,2,1,0.1,0,0.5,0,1.9068
1,0.1,2,1,0.1,0,0.5,0.5,1.6242
1,0.1,2,1,0.1,0,0.5,1,1.5364
1,0.1,2,1,0.1,0,0.5,5,1.4637
1,0.1,2,1,0.1,0,0.5,50,1.4627
1,0.1,2,1,0.1,0,1,0,1.6427
1,0.1,2,1,0.1,0,1,0.5,1.5359
1,0.1,2,1,0.1,0,1,1,1.4978
1,0.1,2,1,0.1,0,1,5,1.4632
1,0.1,2,1,0.1,0,1,50,1.4627
1,0.1,2,1,0.1,0,5,0,1.4646
1,0.1,2,1,0.1,0,5,0.5,1.4636
1,0.1,2,1,0.1,0,5,1,1.4632
1,0.1,2,1,0.1,0,5,5,1.4627
1,0.1,2,1,0.1,0,5,50,1.4627
1,0.1,2,1,0.1,0,50,0,1.4627
1,0.1,2,1,0.1,0,50,0.5,1.4627
1,0.1,2,1,0.1,0,50,1,1.4627
1,0.1,2,1,0.1,0,50,5,1.4627
1,0.1,2,1,0.1,0,50,50,1.4627
1,0.3,2,1,0.1,0,0,0,3.0319
1,0.3,2,1,0.1,0,0,0.5,1.6219
1,0.3,2,1,0.1,0,0,1,1.3982
1,0.3,2,1,0.1,0,0,5,1.2483
1,0.3,2,1,0.1,0,0,50,1.2465
1,0.3,2,1,0.1,0,0.5,0,1.6447
1,0.3,2,1,0.1,0,0.5,0.5,1.3874
1,0.3,2,1,0.1,0,0.5,1,1.3104
1,0.3,2,1,0.1,0,0.5,5,1.2474
1,0.3,2,1,0.1,0,0.5,50,1.2465
1,0.3,2,1,0.1,0,1,0,1.4108
1,0.3,2,1,0.1,0,1,0.5,1.3117
1,0.3,2,1,0.1,0,1,1,1.2776
1,0.3,2,1,0.1,0,1,5,1.247
1,0.3,2,1,0.1,0,1,50,1.2465
1,0.3,2,1,0.1,0,5,0,1.2482
